,Categorie,town,Pourcentage Raised,Creation Date,NumberDonors,Duration in days,Short_description,Amount collected ,Amount targeted,MeanDonation,categoryNumeric,townNumeric,size
272,Animals & Pets,Saint-Avold,26.0,2021-12-18,10,43,"['Bonjournous', 'sommes', 'association', 'cours', 'inscription', 'avons', 'recueillis', 'Flicka', 'énormes', 'problèmes', 'ayant', 'encore', 'ressources', 'avons', 'besoin', 'soigner', 'Merci', 'toute', 'pourriez', 'apporter']",390.0,1500.0,39.0,6,367,2
273,Animals & Pets,Chameyrat,64.4,2021-11-02,7,89,"['Chess', 'rescued', 'orphan', 'kitten', 'streets', 'Bahrain', 'adopted', 'family', 'lived', 'unfortunately', 'returned', 'months', 'fault', 'uncommon', 'world', 'people', 'abandon', 'their', 'novelty', 'wears', 'family', 'asked', 'would', 'release', 'streets', 'latter', 'obviously', 'option', 'since', 'raised', 'would', 'skills', 'survive', 'streets', 'started', 'another', 'home/', 'family', 'However', 'unsuccessful', 'rehoming', 'Chess', 'Bahrain', 'homes', 'Rescat', 'local', 'charity', 'Bahrain', 'helps', 'rehoming', 'abroad', 'amazing', 'Netherlands', 'Lucky', 'Chess', 'wonderful', 'family', 'waiting', 'Netherlands', 'welcome', 'their', 'costs', 'there', 'substantial', 'approx', 'already', 'neutered', 'fully', 'vaccinated', 'microchipped', 'family', 'contribute', 'which', 'leaves', 'raise', 'remaining', 'amount', 'Chess', 'scheduled', 'weeks', 'super', 'excited', 'Chess', 'start', 'adventure', 'requires', 'everyone', 'forever', 'Netherlands', 'Please', 'Chess', 'donating', 'amount', 'small', 'Anything', 'highly', 'appreciated', 'donation', 'change', 'Thank', 'bottom', 'hearts', 'decide', 'donate', 'donate', 'please', 'share', 'campaign', 'friends', 'family.Thanks', 'much.Note', 'posting', 'behalf', 'rescuer', 'Bahrain', 'Yasmeen', 'Khan.Read']",290.0,450.0,41.42857142857143,6,363,1
274,Animals & Pets,Hescamps,23.4,2021-10-31,8,91,"['Bonjours', 'toutes', 'cette', 'cagnotte', ""m'aider"", 'créer', 'occupation', ""m'aidera"", 'sortir', 'dépression', 'Ayant', 'traitement', ""m'empêche"", 'travailler', 'médecin', 'conseillé', 'suivre', 'passion', 'pouvoir', 'remonter', 'pente', 'sortir', 'cette', 'tourmente.Cela', 'dépression', 'malheureusement', ""n'ayant"", 'moyens', 'appel', 'pouvoir', 'sortir', 'contrepartie', 'facebook', 'puissiez', 'suivre', 'mesure', ""l'avancé"", 'projet', 'compte', 'mettre', 'place', 'montrer', ""l'intérêt"", 'ainsi', 'sérieux', 'celui-ci', 'projet', ""c'est"", 'faire', 'terrarium', 'arboricole', 'lézard', 'anolis', 'carolinensis', 'Merci', 'votre', 'générosité', 'Voici', 'facebook', 'https', '//www.facebook.com/Anolis-carolinensis-102942952195204Read']",234.0,1000.0,29.25,6,370,2
275,Animals & Pets,Saint-Mars-sur-Colmont,28.0,2021-11-17,9,74,"['there', 'first', 'thanks', 'getting', 'reading', 'story', 'husband', 'found', 'little', 'yesterday', 'there', 'hours', 'without', 'moving', 'something', 'wrong', 'asked', 'husband', 'check', 'straight', 'became', 'instantly', 'apparent', 'could', 'extremely', 'worst', 'looked', 'serious', 'injuries', 'back.my', 'husband', 'drove', 'nearest', 'borrow', 'stayed', 'Lucky', 'Phillis', 'feeding', 'treats', 'having', 'shops.Once', 'extent', 'injuries', 'bitten', 'wounds', 'become', 'infected', 'creating', 'abscesses', 'which', 'burst', 'Phillis', 'shaved', 'cleaned', 'stapled', 'anesthesia', 'malnourished', 'worried', 'sedative', 'would', 'her.I', 'brought', 'living', 'bathroom', 'eating', 'house', 'antibiotics', 'daily', 'clean', 'wounds', 'remove', 'delightful.We', 'people', 'already', 'rescue', 'rescued', 'confess', 'another', 'mouth', 'bills', 'sorting', 'chipping', 'vaccinating', 'spaying', 'daunting', 'asking', 'help.I', 'asking', 'always', 'managed', 'rescues', 'needed', 'Phillis', 'arriving', 'difficult', 'lives', 'could', 'really', 'help.I', 'posted', 'photo', 'everywhere', 'possibly', 'think', 'around', 'halls', 'avail', 'seems', 'looking', 'Lucky', 'Phillis.We', 'course', 'after', 'spare', 'anything', 'would', 'really', 'little', 'deserve', 'this.Here', 'photos', 'wounds', 'faint', 'hearted.Thanks', 'reading', 'story', 'xxxRead']",140.0,500.0,15.555555555555555,6,372,1
276,Animals & Pets,Orléans,67.5,2021-11-15,6,76,"['Recently', 'years', 'Lucky', 'started', 'drinking', 'urinating', 'weight', 'blood', 'revealed', 'sugar', 'blood', 'Probably', 'diabete', 'order', 'proper', 'treatment', 'alone', 'close', 'relative', 'because', 'either', 'complicated', 'financial', 'situation', 'simply', 'likes', 'asking', 'others', 'Lucky', 'important', 'thing', 'health', 'deteriorating', 'really', 'fluffy', 'asking']",135.0,200.0,22.5,6,8,1
277,Animals & Pets,Marmont-Pachas,22.8,2021-11-29,15,62,"['Bonjour', 'petit', 'amour', 'Samaël', 'percuté', 'voiture', 'laisse', 'imaginer', 'psychologique', 'trouve', 'actuellement', 'subir', 'intervention', 'patte', 'gauche', 'pouvoir', 'remettre', 'Samaël', 'jeune', ""c'est"", 'adorable', 'compagnon', 'entré', 'présent', 'Étant', 'situation', 'délicate', 'appelle', 'votre', 'générosité', 'faire', 'frais', ""n'était"", ""n'aurais"", 'appel', 'soyez', 'certains', 'remercie', ""d'avance"", 'SamaëlMerci', 'infiniment', 'MylèneRead']",260.0,1140.0,17.333333333333332,6,373,2
278,Animals & Pets,Meaux,24.7,2021-11-16,13,75,"['Bonjour', 'notre', 'chien', 'malade', 'depuis', 'semaines', 'alimente', 'suite', 'erreur', 'diagnostique', 'mauvais', 'traitement', 'euros', 'empiré', 'nécessite', 'maintenant', 'opération', 'chirurgicale', 'ainsi', 'hospitalisation', 'laquelle', 'avons', 'moyens']",420.0,1700.0,32.30769230769231,6,172,2
279,Animals & Pets,Le Petit-Quevilly,15.3,2021-12-12,11,49,"['cette', 'cagnotte', 'cherchons', ""d'aide"", 'financer', ""l'opération"", 'notre', 'jeune', 'husky', 'venons', 'déceler', 'cataracte', 'juvénile', ""n'est"", 'temps', 'perdra', 'vueMerci', 'aider', ""qu'elle"", 'retrouve', 'Bonne', 'journée']",230.0,1500.0,20.90909090909091,6,375,2
280,Animals & Pets,Saint-Dizier,7.1,2022-01-24,3,6,"['Bonjour', 'appelle', 'Helie', 'petit', 'bichon', 'maltais', 'plein', 'comble', 'famille', 'depuis', '10ans', 'tumeur', 'mammaire', 'maîtresse', 'moyens', 'payer', 'opération…', 'délais', 'attente', 'cette', 'opération', 'merci', 'avance', 'votre']",50.0,700.0,16.666666666666668,6,376,1
281,Animals & Pets,Argenteuil,10.0,2022-01-23,3,7,"['Bonjour', 'appelle', 'accident', 'fracture', 'bassin', 'subit', 'intervention', 'coûteuse', 'subir', 'autre', 'maîtresse', 'moyens', 'payer', 'appelle', 'votre', 'générosité', 'aider', 'maîtresse', 'arrive', 'Merci', 'coeur', 'donateurs', 'serons', 'reconnaissants', 'donnerais', 'donateurs', 'nouvelles', '.Read']",100.0,1000.0,33.333333333333336,6,125,2
282,Animals & Pets,Nice,8.0,2022-01-18,3,12,"['Bonjour', 'permet', 'créer', 'cette', 'cagnotte', 'aider', 'régler', 'scanner', 'Chandler', 'perdu', 'cause', 'tumeur', 'fibrosarcome', 'souhaite', 'vérifier', 'boule', 'plusieurs', 'rendez', 'vétérinaire', 'suivre', 'évolution', 'celui', 'avait', 'conseillé', 'premier', 'temps', 'séances', 'ostéo', 'placé', 'pourrait', 'contracture', 'musculaire', 'après', 'séances', 'faire', 'laisse', 'faire', 'honte', 'faire', 'cagnotte', 'petite', 'partie', 'aiderai', 'payer', 'scanner', 'élève', 'Merci', '♥️Read']",40.0,500.0,13.333333333333334,6,314,1
283,Animals & Pets,Saint-Nazaire,36.7,2021-11-07,16,84,"['Bonjour', 'permets', 'solliciter', ""d'aider"", 'Manon', 'fille', 'financer', ""l'opération"", 'adoré', 'Khéops.Après', 'chute', 'étage', 'tentative', 'infructueuse', 'réduction', 'fracture', 'patte', 'ayant', 'engendré', 'coûts', 'importants', 'maintenant', 'subir', 'intervention', 'chirurgicale', 'arthrodèse', 'prochains', 'jours.Manon', 'démarre', 'active', 'étudiante', 'alternance', 'avoir', 'difficultés', 'rassembler', 'somme', 'nécessaire', 'alors', 'appelle', 'votre', 'générosité.Je', 'remercie', 'avance.VéroniqueRead']",440.0,1200.0,27.5,6,377,2
284,Animals & Pets,Bobigny,31.0,2022-01-13,21,17,"['suffers', 'chronical', 'conjunctivitis', 'which', 'causes', 'through', 'appointments', 'mainly', 'myself', 'minor', 'student', 'france', 'going', 'shelter', 'summer', 'apartment', 'because', 'parents', 'allergic', 'cats.I', 'helped', 'entire', 'worked', 'everyday', 'shelter', 'because', 'nobody', 'wanted', 'Eventually', 'attached', 'point', 'refuse', 'goThe', 'shelter', 'enough', 'money', 'surgery', 'neither', 'nobody', 'adopts', 'before', 'february', 'euthanize', 'years', 'loving', 'helped', 'through', 'hardest', 'period', 'life.he', 'deserves', 'continue', 'living', 'could', 'adopt', 'still', 'parents', 'until', 'summer', 'disappointed', 'myself', 'being', 'afford', 'myself', 'literally', 'consider', 'mine.If', 'please', 'donate', 'share', 'contact', 'through', 'social', 'mediastwitter', 'enhycatinstagram', 'lesyeuxdebiritiktok', 'notbiriit', 'would', 'lotbiri', '3Read']",357.0,1150.0,17.0,6,54,2
285,Animals & Pets,Mazingarbe,10.0,2022-01-13,5,17,"['Bonjour', ""m'appelle"", 'Simba', 'acheté', 'parents', 'élevage', 'intégré', 'nouvelle', 'famille', 'beaucoup.Directement', 'arriver', 'nouvelle', 'maison', 'révélé', 'signes', 'diarrhée', 'famille', ""m'ont"", 'emmené', 'après', 'semaine', 'sommes', 'allées', 'merveilleux', 'vétérinaires', 'depuis', 'novembre', 'essayent', ""m'aider"", 'faire', 'court', 'Simba', 'révèle', 'diarrhée', 'chronique', 'impossible', 'diagnostiquer', 'traitements', 'fonctionnent', 'analyses', 'révèlent', 'grosses', 'anémies', 'vitamine', 'basse', 'malgré', 'traitements', 'toujours', 'faible', ""l'appétit"", 'prend', 'poids', 'révèle', 'symptômes', 'supplémentaires', 'parfois', 'respirer', 'frais', 'vétérinaires', 'coûtent', 'étant', 'encore', 'étudiants', 'essayons', ""l'aider"", 'possible', 'devons', 'prolonger', 'traitement', 'faire', 'analyses', 'supplémentaires', 'gastroscopie', 'coloscopie', 'endoscopie', 'prélèvements', 'tissus', ""l'intervention"", 'coûte', 'compter', 'soins', 'opératoire', 'analyses', 'faire', 'plusNous', 'avons', 'besoin', ""d'aide"", 'aider', 'notre', 'petit', 'prince', '13/01', 'Simba', 'fiable', 'avons', 'décidé', ""d'aller"", 'clinique', 'spécialisée', 'problèmes', 'gastro-intestinales', 'docteur', 'annonce', ""qu'il"", 'préférable', 'faire', 'opération', 'pouvoir', 'aller', ""qu'il"", 'passe', 'directement', 'prenons', 'alors', 'rendez-vous', 'Notre', 'prince', 'opérer', 'samedi', 'janvier14/01', 'petit', 'prince', 'forme', ""aujourd'hui"", 'mangé', 'petit', ""L'opération"", 'demain', 'sommes', 'stressésmerci', 'votre', 'compréhension', 'hésitez', 'soutenir']",100.0,1000.0,20.0,6,209,2
286,Animals & Pets,Gometz-la-Ville,47.8,2021-11-25,10,66,"['Tosca', 'hobbies', 'napping', 'licking', 'sweet', 'sweet', 'cables', 'lived', 'cataracts', 'years', 'being', 'half-blind', 'accident', 'while', 'cleaning', 'myself', 'severely', 'damaged', 'beyond', 'repair', 'taken', 'prevent', 'infection.I', 'doing', 'healthy', 'tough', 'meowxpert', 'through', 'financial', 'human', 'Please', 'recover', 'these', 'sudden', 'unexpected', 'bills', 'little', 'helps.Read']",227.0,475.0,22.7,6,381,1
287,Animals & Pets,Saint-Pal-de-Mons,16.0,2022-01-05,8,25,"['Bonjour', 'trouvé', 'cette', 'jeune', 'chienne', 'dimanche', 'janvier', 'déambulait', 'village', ""j'habite"", 'beaucoup', 'déplacer', 'comment', 'faisait', 'tenir', 'debout', 'comment', 'réussi', 'arriver', ""l'état"", 'était', 'recueillie', 'appelé', 'pompiers', ""l'ont"", 'emmenée', 'vétérinaire', 'diagnostic', 'évoque', 'déplacement', 'mâchoire', 'patte', 'cassée', 'hernie', 'pourrait', 'avoir', 'cognée', 'voiture', ""n'avait"", 'collier', 'électronique', 'tatouage', 'annonces', 'différents', 'sites', 'déposées', 'succès', 'moment', 'morphine', 'vétérinaire', 'attend', ""qu'un"", 'propriétaire', 'manifeste', 'engager', 'frais', ""d'opération"", 'réaction', 'propriétaire', 'risque', ""l'euthanasie"", 'Lorsque', 'recueillie', 'sociable', 'affectueuse', 'touchante', 'ferait', 'bonheur', ""d'une"", 'famille', 'pourra', ""l'adoption"", 'avoir', 'opérée', 'moyens', 'payer', 'frais', ""d'opération"", 'coutumière', 'genre', ""d'action"", 'cagnotte', 'ligne', 'Aussi', 'sentiment', 'jeter', 'bouteille', 'parviens', 'détourner', ""qu'on"", 'protéger', 'toutes', 'formes', 'mettre', 'oeuvre', 'faire', 'aussi', 'perdrai', 'humanité', 'détournais', 'regard', 'passais', 'autre', 'chose', 'comme', 'zappe', 'Alors', 'voilà', ""J'espère"", 'pourrez', ""m'aider"", 'faire', 'soigner', 'cette', 'petite', 'chienne', 'parce', ""qu'elle"", 'besoin', 'restions', 'humains', 'civilisés', 'ensemble.Read']",240.0,1500.0,30.0,6,382,2
288,Animals & Pets,Bry-sur-Marne,22.0,2022-01-18,2,12,"['cardboard', 'spotted', 'parking', 'Luckily', 'person', 'spotting', 'check', 'Little', 'Tchoupi', 'sister', 'abandoned', 'obviously', 'heartless', 'someone', 'Since', 'these', 'taken', 'pampered', 'lovely', 'Aurélie', 'rescuer', 'sadly', 'disappeared', 'instead', 'keeping', 'promise', 'kittens', 'ready', 'first', 'fosterer', 'expecting', 'quite', 'situation', 'Tchoupi', 'became', 'gentle', 'curious', 'likes', 'always', 'enjoys', 'cuddles', 'lover', 'independent', 'sweet', 'happy', 'playful', 'little', 'cat.When', 'learnt', 'about', 'story', 'decided', 'torch', 'provide', 'essential', 'treatments', 'launch', 'rehoming', 'process', 'couple', 'individual', 'offers', 'heart', 'separate', 'course', 'longer', 'family', 'understanding', 'these', 'inseparable', 'their', 'different', 'personalities', 'perfect', 'match', 'ready', 'their', 'ticket.Unfortunately', 'airline', 'companies', 'charitable', 'ticket', 'price', 'ticket', 'euros', '2travel', 'document', 'eurosiata', 'carrier', 'euros', 'advancing', 'euros', 'adoption', 'already', 'spend', 'budget', 'their', 'essential', 'treatments', 'which', 'refunded.If', 'willing', 'their', 'journey', 'please', 'contribute', 'fundraise', 'share', 'among', 'friends', 'bottom', 'Tchoupi', 'heart', 'thank']",130.0,590.0,65.0,6,364,1
289,Animals & Pets,Reims,31.7,2022-01-06,5,24,"['animaux', 'meurent', 'brave', 'argent', 'receuille', 'animaux', 'certains', 'blessé', 'handicapes', 'malade.il', 'important', 'pouvoir', 'nourrir', 'centaine', 'chiens', 'chats', 'possede', 'terrain', 'LOYER', 'POUVOIR', 'DONNER', 'MANGER', 'ANIMAUX.ELLE', 'RISQUE', 'EXPULSION', 'MAISON', 'ANIMAUX', 'cagnotte', 'permetra', 'cette', 'pouvoir', 'offir', 'nourriture', 'animaux', 'pouvoir', 'reprendre', 'paiement', 'loyers.HELP', 'MERCI', 'DIFFUSER', 'AUTOUR', 'CHAQUE', 'PRECIEUXRead']",95.0,300.0,19.0,6,384,1
290,Animals & Pets,Saint-Denis,16.7,2021-12-15,6,46,"['HelloMa', 'petite', 'vient', 'faire', 'opérer', 'chien', 'Notorious', 'frère', '.Notorious', 'staffie', 'plein', 'énergie', 'câlin', 'obéissant', 'adorable', 'joueurDepuis', 'petit', 'faire', 'parvovirose', 'sauvé', 'inextremisIl', 'également', 'subir', 'opération', 'ligament', 'ansEt', 'cette', 'faire', 'opérer', 'ménisque', 'tibia', 'ainsi', 'ligament', 'nouveau', '.Cette', 'opération', 'coûte', '1500€', 'travaille', 'moyens', 'assurer', 'entièreté', 'cette', 'opérationMoi', 'travaille', 'encore', 'aider', 'complètement', 'soeur', 'habitude', 'demander', ""l'aide"", ""n'est"", 'courant', ""l'existence"", 'cette', 'cagnotte', 'arrive', 'récolter', 'serait-ce', ""qu'une"", 'partie', 'facture', 'serait', 'soulagement', ""l'aiderait"", 'également', 'psychologiquement', 'passer', 'rétablissement', 'rééducation', 'NotoriousJe', 'remercie', ""d'avance"", 'temps', 'aurez', 'accordé', 'histoire', ""l'aide"", 'apporterez', '.Read']",250.0,1500.0,41.666666666666664,6,388,2
291,Animals & Pets,Rennes,100.0,2021-12-14,11,47,"['Bonjour', ""m'appelle"", 'demande', ""l'aide"", 'petit', 'lapin', 'malformation', 'mâchoire', 'empêche', ""l'usure"", 'incisives', 'terme', ""l'empêche"", 'manger', 'correctement', 'blesser', 'suite', 'dents', 'poussent', 'rentrent', 'gencive', ""L'opération"", 'permettant', 'régler', 'problème', 'serait', 'ablation', 'incisives', 'permettant', ""d'avoir"", 'nouveau', 'accès', 'alimentation', 'régulière', 'saine.Cependant', ""l'opération"", 'coute', 'euros', 'médications', 'douleurs', 'opératoires', 'faudrait', 'réussir', 'attendre', 'fonds', 'avant', 'février', ""qu'il"", 'perde', 'poids', 'avant', 'opération', 'permettre', 'cette', 'opération', 'cause', 'statut', 'étudiant', 'remercie', 'choisissez', 'participer', 'aider', 'lapin']",370.0,360.0,33.63636363636363,6,31,1
292,Animals & Pets,Thodure,1.0,2022-01-18,1,12,"['Bonjour', 'appelle', 'Isabelle', 'Henry', 'demande', 'pouvoir', 'faire', 'opérer', 'chienne', 'genou', 'arrière', 'gauche.En', 'effet', 'rupture', 'ligaments', 'croisés', 'genou', 'arrière', 'gauche', 'radios', 'faites', 'janvier', 'photo', 'joint', 'certificat', 'vétérinaire', 'enfant', 'charge', 'seule', 'exercer', 'activité', 'professionnelle', 'suite', 'opération', 'depuis', 'ans.L', 'opération', 'clinique', 'oiselet', 'bourgoin-', 'jallieu', 'compris', 'coûte', '1500€', 'fonds', 'necessaires', 'pouvoir', 'faire', 'opérer', 'jours', 'cette', 'opération', 'attendre', 'peine', 'arthrose', 'installe', 'urgence', 'pourquoi', 'adresse', 'votre', 'générosité', 'aider', 'aider', 'pauvre', 'faire', 'opérée', 'rapidement.Comptant', 'votre', 'compréhension', 'votre', 'votre', 'générosité', 'votre', 'tous.Cordialement', 'Henry']",5.0,1500.0,5.0,6,391,2
293,Animals & Pets,Bois-de-Céné,17.5,2022-01-08,7,22,"['Bonjour', 'permettons', 'solliciter', 'aider', 'réunir', 'somme', 'nécessaire', 'pouvoir', 'soigner', 'mieux', 'notre', 'percuté', 'voiture', 'janvier', 'conducteur', 'visiblement', 'arrêté', 'laissant', 'notre', 'petit', 'épouvantable', 'malgré', 'blessures', 'scalp', 'mentonnier', 'patte', 'répondant', 'arrachement/étirement', 'nerfs', 'ouverture', 'autre', 'patte', 'réussi', 'rentrer', 'maison', 'après', 'certainement', 'plusieurs', 'heures', 'souffrance.Jusqu', 'présent', 'supportions', 'frais', 'vétérinaires', 'envisagions', 'demander', 'malheureusement', 'blessures', 'remettent', 'aussi', 'facilement', 'annonçait', 'photos', 'visibles', 'article', 'sensibles', 'attention', 'ascenseur', 'émotionnel', 'chaque', 'puisqu', 'retourné', 'consultation/hospitalisation', 'conséquent', 'frais', 'continuent', 'enchaîner', 'depuis', 'semaine', 'instant', 'sachant', 'opération', 'greffe', 'menton', 'estimée', 'alentours', 'Ecole', 'Vétérinaire', 'contre', 'Centre', 'hospitalier', 'amputation', 'patte', 'encore', 'suspens', 'semaines', 'suivre.Cette', 'nuit-là', 'urgences', 'notre', 'domicile', 'était', 'rentré', 'maison', 'minuit', 'étions', 'samedi', 'dimanche', 'établissements', 'vétérinaires', 'urgence', 'ouverts', 'proches', 'habitons', 'campagne', 'devions', 'faire', 'choix', 'suite', 'donner', 'Malgré', 'possibles', ""qu'on"", 'avait', 'annoncé', 'moment', 'greffe', 'prévoir', 'suture', 'effectuée', 'premier', 'temps', 'tenait', 'pouvions', 'résoudre', 'abandonner', 'euthanasier.Notre', 'loulou', 'courageux', 'déterminé', 'petite', 'histoire', ""l'avons"", 'trouvé', 'chaton', 'notre', 'jardin', 'recueilli', 'adopté', 'était', 'maigre', 'affamé', 'épuisé', 'rempli', 'puces', 'avons', 'alors', 'débute', 'meilleure', 'avons', 'choses', 'castré', 'vaccins.Il', 'avéré', 'affectueux', 'besoin', 'contact', 'humain', 'intégré', 'notre', 'cocon', 'composé', 'autre', 'chienne', 'devenue', 'grande', 'copine', 'adore', 'faire', 'papouilles', 'jouer.Même', 'depuis', 'plusieurs', 'enchaine', 'petits', 'bobos', 'foulure', 'patte', 'érythèmes', 'abcès', 'avons', 'toujours', 'soigné', 'comme', 'étions', 'évidement', 'imaginer', 'malchance', 'poursuivrait', 'accident', 'voiture', 'année', 'débuterait', 'tristement', 'contraire', 'cette', 'année', 'annonçait', 'pleine', 'puisque', 'prochain', 'notre', 'famille', 'agrandir', 'attendons', 'notre', 'premier', 'enfant.Aujourd', '09/01', 'centre', 'hospitalier', 'points', 'suture', 'niveau', 'menton', 'tenus', 'commence', 'retomber/se', 'nécroser', 'laissant', 'apparaitre', 'Cette', 'chirurgien', 'percer', 'accrocher', 'points', 'suture', 'espérons', 'pouvoir', 'récupérer', 'notre', 'loulou', 'début', 'semaine.', 'scalp', 'mentonnier', '60-70', 'chance', 'reparte', 'serons', 'fixés', 'semaine', 'environ', 'Auquel', 'faudra', 'procéder', 'greffe', 'peau.', 'blessure', 'patte', 'attendre', 'minimum', 'retrouve', 'mobilité', 'signifierait', 'nerfs', 'arrachés', 'étirés', 'amputation', 'serait', 'indispensable', 'bien-être', 'chirurgien', 'estime', 'chance', 'récupère', 'patte', 'Néanmoins', 'gardons', 'espoir', 'observons', 'quelques', 'signes', 'sensibilité.Vous', 'trouverez', 'factures', 'Communiqués', '.Nous', 'remercions', 'sincèrement', 'auront', 'temps', 'participer', 'cette', 'cagnotte', 'laisser', 'chance', 'notre', 'petit', 'sortir.Les', 'libres.Nous', 'donnerons', 'nouvelles', 'mesure', '.Marine', 'Boris', 'retour', 'urgences', 'après', 'accident', 'première', 'suture', 'avait', ""l'air"", 'tenir', 'jours', 'retombe', 'nouveau', 'recousu', 'collerette', 'enlevée', 'envoyer', 'photos', 'vétérinaire']",220.0,1260.0,31.428571428571427,6,392,2
294,Animals & Pets,Toulouse,8.3,2021-12-28,7,33,"['Bonjour', 'appelle', 'Cassandre', 'temps', 'brutalement', 'renversée', 'notre', 'chienne', 'arrêter', 'suite', '…Elle', 'actuellement', 'soins', 'intensifs', 'muscles', 'pâtes', 'écrasée', 'faible', 'savons', 'encore', 'pouvoir', 'marcher', 'correctement', 'besoin', 'beaucoup', 'soutiens', 'amour', 'sommes', 'inquiets', 'sujet', 'notre', 'alors', 'chaque', 'centime', 'utile', 'remercions', 'avances', 'celle', 'donneront', 'espérons', 'mieux', 'temps.Passez', 'bonne', 'fêtes', 'merci', 'beaucoup']",125.0,1500.0,17.857142857142858,6,56,2
295,Animals & Pets,Sciecq,42.0,2021-12-05,7,56,"['Hello', 'Everyone', 'adopted', 'Campeon', 'years', 'street', 'gradually', 'found', 'heart', 'problem', 'showed', 'almost', 'years', 'started', 'having', 'seizure', 'every', 'could', 'reason', 'because', 'there', 'proper', 'healthcare', 'system', 'animals', 'general', 'After', 'moved', 'France', 'chance', 'professional', 'clinic', 'checked', 'required', 'examinations', 'tests', 'negative', 'needs', 'under', 'brain', 'final', 'examinations', 'exactly', 'wrong', 'Meanwhile', 'doctor', 'prescribed', 'anti-seizure', 'medicine', 'almost', 'months', 'until', 'sudden', 'major', 'seizure', 'intense', 'longer', 'before', 'After', 'started', 'acting', 'abnormal', 'hospitalize', 'nights', 'order', 'given', 'dosage', 'anti-convulsion', 'sedative', 'through', 'current', 'situation', 'important', 'finally', 'brain', 'possible', 'money', 'hoping', 'finally', 'going', 'right', 'treatment', 'GOODEST', 'could', 'have.Nothing', 'painful', 'seeing', 'having', 'seizure', 'video', 'shows', 'after', 'recent', 'seizure']",420.0,1000.0,60.0,6,394,2
296,Animals & Pets,Le Bonhomme,7.2,2021-11-05,7,86,"['Bonjour', 'sommes-nousNotre', 'association', 'active', 'depuis', 'janvier', 'officiellement', 'déclarée', 'depuis', 'juillet', 'avons', 'mission', 'venir', 'lapins', 'difficulté', 'territoire', 'français', ""Qu'il"", ""s'agisse"", 'lapins', 'trouvés', 'confiés', 'leurs', 'maîtres', 'maltraités', 'recueillons', 'familles', ""d'accueil"", ""qu'ils"", 'puissent', 'bénéficier', 'foyer', 'veillera', 'pendant', ""qu'ils"", 'remettent', 'malheureuse', 'expérience.Quelle', 'prise', 'chargeChaque', 'lapin', 'bénéficie', 'espace', 'liberté', 'semi-liberté', 'enclos', 'matériel', 'adapté', 'disposition', ""d'eau"", 'gamelle', 'verdure', 'gamelle', 'extrudés', 'avant', 'passage', 'alimentation', 'naturelle', 'râtelier', 'foin.Nous', 'veillons', 'lapins', 'soient', 'examinés', 'vétérinaire', 'brefs', 'délais', 'règle', 'vaccins', 'stérilisation', 'attention', 'particulière', 'donnée', ""qu'ils"", 'prennent', 'confiance', ""l'humain.Et"", 'ensuiteEnsuite', 'trouvons', 'familles', 'adoptives', 'triées', 'volet', 'entretien', 'réalisons', 'suivi', 'post-adoption', 'demandant', 'nouvelles', 'manière', 'régulière.Quels', 'besoinsAfin', 'mener', 'notre', 'mission', 'avons', 'besoin', 'fonds', 'vacciner', 'stériliser', 'dizaine', 'lapins', 'actuellement', 'charge', 'avons', 'également', 'besoin', 'matériel', 'prêtons', 'familles', ""d'accueil"", 'transferts', 'lapins', 'sommes', 'parfois', 'amenés', 'payer', 'frais', 'déplacement', 'covoiturages', 'payants', 'propres', 'moyens', '.Nous', 'avons', 'fonctionné', 'quasi-autonomie', 'pendant', 'trois', 'puisant', 'fonds', 'propres', 'Actuellement', 'continuons', 'injecter', 'propres', 'économies', 'trésorerie', 'notre', 'association', 'financer', 'soins', 'vétérinaires.Nous', 'estimons', ""qu'une"", 'somme', '2000€', 'permettrait', 'stabiliser', ""l'association"", 'pourrions', 'assurer', 'vaccins', 'stérilisations', 'compter', 'moyenne', 'lapin', 'selon', 'clinique', 'vétérinaire', 'lapins', 'actuellement', 'charge', 'Ensuite', 'frais', ""d'adoption"", 'permettraient', 'rentrée', 'fonds', 'pourraient', 'utilisés', ""d'autres"", 'lapins', 'accueillis', 'mesure', 'places', 'libèrent.Cette', 'levée', 'fonds', 'permettra', 'ainsi', 'préparer', 'manière', 'sereine', 'projets', 'assureront', ""d'autres"", 'entrées', ""d'argent"", 'comme', 'adhésions', ""l'association"", ""l'appel"", 'parrainages', 'vente', 'produits', 'fabriqués', 'nous-mêmes', '.Nous', 'remercions', 'votre', 'attention.Read']",145.0,2000.0,20.714285714285715,6,395,2
297,Animals & Pets,Saint-Vrain,18.7,2022-01-03,6,27,"['Bonjour', 'Après', 'avoir', 'sauvée', 'cette', 'chienne', 'Plaga', 'devenue', 'compagnons', 'besoin', ""aujourd'hui"", 'votre', 'sauver', ""d'une"", 'infection', 'utérine.Elle', 'actuellement', 'hospitalisée', 'clinique', 'vétérinaire', 'subit', 'injections', 'toutes', ""d'essayer"", 'soigner.Ces', 'injections', 'hospitalisation', 'reviennent', '611e.Si', 'fonctionne', 'pourrait', 'devoir', 'subir', 'opération', 'coûterait', 'suite', 'stérilisation', ""n'est"", 'habitudes', 'créer', 'cagnottes', 'pourrait', ""m'aider"", 'sauver', 'chienne']",280.0,1500.0,46.666666666666664,6,398,2
