,title,Categorie,collect,town,Pourcentage Raised,Creation Date,Description
1361,pratiquer ma passion,"Sports, Teams & Clubs","€0 raised of €2,000                    ",Pau,1.0%,Created 5 days ago,récolte de fonds pour poursuivre ma passion et pouvoir me racheter une moto pour circuit suite à la vente à contre Coeur de mon ancienne Read more
1362,achat moto rien,"Sports, Teams & Clubs","€0 raised of €1,500                    ",Perpignan,1.0%,"Created January 6, 2022","Bonjour, je m'appelle Thomas J'ai 13 ans et j'aimerais m'acheter une moto pour mes 14 ans.Read more"
1363,gg26hy aidez moi raliser mon rve,"Sports, Teams & Clubs","€0 raised of €5,000                    ",Valence,1.0%,"Created January 4, 2022",Bonjour je demande votre aide aujourd’hui car je souhaite réaliser mon rêve qui est d’ouvrir un club de danse pour les jeunes entre 8ans et 18ans merci de votre aide Read more
1364,aidez nous financez le club du fc olemps,"Sports, Teams & Clubs","€0 raised of €2,000                    ",Valence,1.0%,"Created January 4, 2022","Bonjour cette cagnotte consistera à l’entretien du stade, de la pelouse,  frais de déplacement, rachat de matériel (cage, maillot, ballons de foot), frais administratifs (assurance, comptabilité), les coûts augmentent et la billetterie et la buvette ne suffisent plus à compenser. Les dirigeants, même expérimentés, en viennent alors à se demander comment financer un club de football par les temps qui courent.Il devient alors urgent de trouver d’autres sources de revenus. L’appel à des sponsors peut être une bonne solution en démarchant les entrepreneurs de la région. Mais la mobilisation de toute une ville peut aussi donner de beaux résultats. La cagnotte pour un club de football apparaît ainsi comme la solution la plus pratique et la plus efficace.Read more"
1365,collecte de fonds pour lassociation sport to b,"Sports, Teams & Clubs","€0 raised of €2,000                    ",Roubaix,1.0%,"Created January 3, 2022","Bonjour, Nous sommes 5 étudiants de l'EDHEC Business School à Roubaix.Nous avons comme projet cette année de créer une association en lien avec un des objectifs de l'ONU sur le développement durable, Santé et Bien-Être. L'objectif principal de notre projet est multiple. Nous souhaitons encourager et sensibiliser les jeunes lycéens de quartiers défavorisés à pratiquer un sport et ainsi, leur montrer les bénéfices de cette pratique sur leur santé mentale et physique. De plus, nous souhaitons démocratiser le sport pour ces derniers qui n'ont pas les moyens d'avoir accès à des équipements sportifs de qualité. L'idéal serait de voir naître de futurs talents... Enfin, notre projet permettra de favoriser la sociabilisation entre les lycéens d'établissements différents, ce qui pourrait faire diminuer le taux de violence.Nous espérons vous avoir convaincu et pouvoir récupérer le maximum de dons pour aider les plus défavorisés.Read more"
1366,velo de hugo,"Sports, Teams & Clubs","€0 raised of €2,000                    ",Livron,1.0%,"Created January 2, 2022",Pouvoir m'acheter un vélo c'est la hess en ce moment Read more
1367,aidez moi a accomplir un rve,"Sports, Teams & Clubs","€0 raised of €1,000                    ",Charavines,1.0%,"Created January 1, 2022","Bonjour a tousje m’apelle Florian et en 2019 un ami et moi avons débuté la restauration d’une moto qui nous tenait à cœur car elle appartenait a notre compère de toujours disparu l’année dernière dans un accident de la route. Paix a ton âme Cyril, on t’aimera a vie. Malheureusement mon compagnon de restauration ne pouvant plus participer des suites d’un licenciement ( a cause du covid) et ne pouvant pas assumer le projet seul j’en appelle a votre bonté pour terminer cette moto, et en faire cadeau au Papa de Cyril et servira a des journées de roulage pour des associations. je vous remercie d’avance. Read more"
1368,maintenance perfectionnement et renouveau,"Sports, Teams & Clubs","€0 raised of €6,000                    ",Argelès-sur-Mer,1.0%,"Created December 31, 2021","Bonjour,Je suis Nico,Je suis un professionnel du domaine aquatique, au travers de mes expériences, mes voyages et mes emplois, il m a été donné la chance de pouvoir immortaliser des moments inoubliables.Tels que le requin baleine, le requin renard, les poissons crapauds et bien d autres creatures au Philippines, les dauphins et otaries sur les cotes de la New Zealand, les temples de Thaïlande et Bali ainsi que leurs populations...Aujourd hui en France et plus particulièrement dans mon Sud Natal, j'exerce ma profession de maître nageur sauveteur au sein de l' association de Sauvetage Sportif du SSA; pas trop relax comme bien du monde penseraient...On partage et transmet notre passion pour ce monde aquatique d une manière différente.Nos jeunes et moins jeunes développent leurs aisance dans cette élément....Pendant que j immortalise leurs premières apnées , leurs premières bulles et enfin leurs premiers passages de bras.Aujourd hui ma passion pour le domaine aquatique m a emmené à investir une somme considérable ; car j utilise du matériel bien spécifique et bien souvant protégé contre l humidité afin de vous partager les meilleurs et plus insolites clichés qu il soit.Les plates-formes de partage devenant payantes, le renouvellement de matériel et les mises à jours devenant toujours plus onéreuse.J'en appelle aujourd'hui aux dons afin de pouvoir continuer à vous partager tout celaGrace a vous se sont des générations qui vont voir leur évolutions grandir au fil des années.Apres chaque don qu il soit, vous aurez des liens d'accès qui vous laisseront télécharger toutes les photos qui vous intéressent.Toujours en respectant le droit à la propriété et le droit à l image.En esperant vous avoir un peu plus concernéEt en espérant vous revoir bientôtAu plaisirNicoRead more"
1369,tifexpress,"Sports, Teams & Clubs",€0 raised of €150                    ,Paris,1.0%,"Created December 27, 2021","IPTV stands for Internet Protocol Television. It is a new cost-effective technology that replaces traditional cable and satellite services for many families worldwide. Using IPTV, you can save hundreds of dollars each year and watch thousands of movies, web series, and shows. Following is a handpicked list of Top IPTV sites with their popular features and website links. The list contains both open source (free) and commercial (paid) software.Choosing the best IPTV provider  can be a daunting task. Limited independent information is available and many provider’s claims are not easily verified. We, therefore, decided to do the heavy lifting for you and compiled this review and comparison of the biggest players in the IPTV subscription market. Read our IPTV guide for more information on how to start streaming movies and televisions over the internet.Below is a review of each IPTV provider with key features. Please note that these providers may perform differently for different users. Make use of trials and see what works best for your setup. Also, be sure to scroll to the bottom to see our recommendation for compatible set-top boxes. You can also check out a recent article I wrote on choosing the best IPTV service for you.-tifexpressRead more"
1370,aidez paul avoir un vlo,"Sports, Teams & Clubs","€0 raised of €5,000                    ",La Chapelle-Saint-Laurent,1.0%,"Created December 27, 2021","Bonjour, je récolte des fonds pour aider mon père qui n’as pas la capacité financière pour m’accompagner dans le sport et pour le clubRead more"
1371,dveloppement paris central show,"Sports, Teams & Clubs","€0 raised of €1,500                    ",Paris,1.0%,"Created December 23, 2021",Aidez nous à développer le PARIS CENTRAL SHOW afin de vous proposer plus de contenusRead more
1372,amliorer le tandem dun malvoyant,"Sports, Teams & Clubs","€0 raised of €2,000                    ",Solliès-Toucas,1.0%,"Created December 19, 2021","Nous  accueillons des  cyclotouristes   non  voyants sur  des   tandems avec  assistance  électrique.Un  de  nos   tandems ne  possédé pas    cette   assistance. Nos  pilotes sont   expérimentés   mais     commencent à   vieillir,  et  comme    les    tandems    sont   relativement     lourds,  cela   devient  de  plus  en   plus    dur   pour   eux     d'amener   un  passager mal voyant qui  de    ce    fait   ne  peut  plus     participer aux     sortiesEn  installant   cette    assistance,    nous     facilitons     le     rôle    du  pilote   mais  aussi     surtout    on    peut   emmener     un   passager    de  plus.   Read more"
1373,aidez alex partir en stage sportif,"Sports, Teams & Clubs",€0 raised of €155                    ,Saint-Jouan-des-Guérets,1.0%,"Created December 16, 2021","Bonjour, je suis Alexandre Landinaff et j'ai 19 ans. Je suis un sauteur en hauteur d'origine mauricienne. Je pratique le saut en hauteur depuis maintenant un an et je nourris depuis de grandes ambitions.En effet, à court terme, je souhaites me qualifier aux Jeux des Iles de l'Océan Indien prévu en 2023 et Championnats d'Afrique 2024 (voire 2022 si j'arrive à faire les minimats à temps). Ainsi, afin d'y parvenir, je suis conscient des efforts à fournir et c'est pour celà que je donne tout ce que j'ai aux entrainements avec mon nouveau club avec qui j'ai commmencé un nouveau cycle d'entrainement il y à 2 mois : le CJF de Saint Malo.Lorsque que j'ai débuté l'athlétisme en janvier 2021, mes records était de 12.60s au 100m, +17s au 110mH et 1m80 au saut en hauteur. Depuis, mes nouveaux records sont 11.57 au 100m, 15.46s au 110mH et 1m93 au saut en hauteur. Et je suis persuadé d'avoir encore une enorme marge de progression car mon année fut ternis par une blessure de 2 mois à la mi-fevrier et un changement d'environnement en aout où je suis arrivé en France et j'ai pris du temps à prendre mes marques.Mon club à prévu un stage d'une semaine au printemps en Vendée. Malheureusement, pour des raisons financières, il me semblait impossible de pouvoir y aller, meme si ça me tenait vraiment à coeur. Puis m'est venu l'idée d'un cagnotte en ligne, et c'est pour cela que je sollicite aujourd'hui votre aide. Les fonds serviront à assurer le paiement du Stage sportif (déplacement, hébergement, nourriture compris, aménagement sportif)Merci d'avance pour votre aide, et bonnes fêtes de fin d'année❤Read more"
1374,achat de matriel pour notre club,"Sports, Teams & Clubs",€0 raised of €400                    ,Saint-Clar-de-Rivière,1.0%,"Created December 15, 2021","Bonjour je m’appelle Vadim, j’ai 17ans et j’ai ouvert cette cagnotte, dans le dernier recours. Nous ne pouvons plus entraîner. Nous avons peu de budget. Et sans budget le club n’a pas le choix de fermer. J’ai essayer de faire du porte à porte mais ça nous a ramenée très peu donc je n’ai pas le choix de ouvrir une cagnotte en ligne pour maximiser nos chances. Je compte sur vous pour nous aider nous et les autres joueurs sommes prêt à jouer mais nous manquons de matériel, alors on ramène notre propre matériel.Merci d’avance à ceux qui nous feront un don. Que Dieu est coeur sur vous.Read more"
1375,une ligne akra pour notre copain axel,"Sports, Teams & Clubs","€0 raised of €1,100                    ",Courmont,1.0%,"Created December 9, 2021","Joyeux Noël Axel , De la part de tout tes copain de LMV qui t’aime très fort .Ton souhait - notre objectif : plus de puissance et de couple, look Race sans compromis, économie de poids considérable.Plus de puissance et de couple.Collecteur acier inox.Enveloppe extérieure du silencieux arrière en titane de haute qualité.Chambre de résonance supplémentaire pour un déploiement de force optimal.Tubulure de collecteur parfaitement adaptée au moteur de série.Conforme aux règlements FIM et AMA en vigueur relatifs au bruit.Autocollant avec logo Akrapovi sur le silencieux arrière.Read more"
1376,aidez aminepj a devenir streamer permanent,"Sports, Teams & Clubs","€0 raised of €1,000                    ",Toulouse,1.0%,"Created December 8, 2021",BonjourRead more
1377,KP racing 2022,"Sports, Teams & Clubs","€0 raised of €30,000                    ",Pau,1.0%,"Created December 6, 2021","Kyle is a 14 years old motorcycle racer who will be competing in Europe for the 2022 season. He is pursuing the French FFM OGP (Objective GP) Championship on a Honda NSF250r and stepping up to the European Talent Cup (ETC) also on the Honda NSF250r against some of the best competition in Europe after gaining valuable experience last year in Spain in the RFME Promo3 category on a MIR Yamaha 250.Holding both UK and French nationalities, Kyle is excited to compete in France where he is currently based as well as continuing to learn from the depth of talent found in the Spanish championships.The journey so farKyle’s love for motorcycle racing began at the age of 9 when he had the opportunity to ride a mini moto at the Scott Reading M4 academy.At 10 years old, much later than most he undertook his rookie racing year on a Blata Mini Moto finishing 3rd overall taking 4 wins and 9 podiums in the British FAB championship.Graduating to a geared Metrakit Mini GP bike in 2018 he secured his first podium in his 4th race meeting and went on to be crowned British Mini GP champion in 2019 championship at the age of 12 years old with 3 race wins and 12 podiums.Since becoming British Champion the opportunity came to compete in the Spanish ESBK Championship with Cuna de Campeones aboard a Yamaha 250 powered MIR bike competing on GP style tracks around the country finishing 8th overall and with the highlight taking his maiden Podium in Jerez.A wildcard entry in September at the French circuit Pau Arnos in the French FFM moto5 championship resulted in 2 second place finishes.France FFM Objective Grand Prix ChampionshipHonda NSF 250r Kyle will run his first season in the France FFM Objective Grand Prix Championship under the French Superbike umbrella. Holding both UK and French nationalities Kyle is looking forward to competing in France where he is currently based as well as continuing to learn from the depth of talent found in the Spanish championships.CEV European Talent Cup Championship Honda NSF 250rThe CEV European Talent Cup Championship is a widely followed feeder class for talented riders on the road to MotoGP. Kyle takes the major step to compete with the world’s best riders between the ages of 14-17 in 2022.LUCKY 25 CLUB250 Euros25 lucky people will have the opportunity to be entered into our 25 club, the lucky winner drawn at random each round will receive:Company logo on bike tail unit for the race weekend1 x Complimentary Team wear (T-shirt, hat and hoodie)Signed action picture from the round2 x Entry tickets to the event (where regulations allow)Strong promotion on Kyle’s social media platformsRACE WEEKEND SPONSORSHIPFSBK Race weekend Sponsorship - 1500 EurosETC Race weekend Sponsorship - 1800 EurosThe Race Weekend Sponsorship package covers the entry fee, pre-race practice sessions, race tyres for the weekend, race fuel and a mechanic.This investment gives you the opportunity to be the main sponsor for the round. The bike will run your logos as the title sponsor for the weekend and be strongly promoted across our social media channels during the build-up as well as the race weekend itself. This package includes:Mentioned as team sponsor on entry list in program1 x Complimentary Team wear (T-shirt, hat and hoodie)Logo on team wear if confirmed before end Feb 2022Logo on leathers if confirmed before end Feb 2022Signed knee sliders used during the roundSigned action photo from the weekendEntry tickets to event (where regulations allow)Any help is much appreciated to help Kyle continue this amazing journey.Read more"
1378,maider payer mes tudes,"Sports, Teams & Clubs",€0 raised of €500                    ,"Plouhinec (Morbihan), France",1.0%,"Created December 5, 2021","Bonjour, je récolte des fonds pour financer le sport que j'aimerais faire Read more"
1379,jveut mon survet svp,"Sports, Teams & Clubs",€0 raised of €300                    ,Bondy,1.0%,"Created November 26, 2021",Salam jveut mon survet tech fleece c’est toutRead more
1380,matriel de scurit,"Sports, Teams & Clubs",€0 raised of €300                    ,Tourailles,1.0%,"Created November 26, 2021","Bonjour à tous, je souhaite m'offrir un beau casque d'équitation. J'aurais besoin de votre aide. Ça serait mon cadeau de NoëlRead more"
1381,aidez tutule le kangourou avec sa salle de bloc,"Sports, Teams & Clubs","€0 raised of €7,000                    ",La Morte,1.0%,"Created November 25, 2021",Tutule est un kangourou abandonné qui a besoin d'une salle de bloc pour s'entrainer et participer aux prochains jeux olympiques!Read more
1382,se bike for christmas,"Sports, Teams & Clubs","€0 raised of €1,000                    ",Fréjus,1.0%,"Created November 24, 2021","Bonjour j’aimerai avoir se vélo car je suis un passionné de bike life j’aimerai avoir une velo pour l’exercer , mais en ce moment je n’ai pas trop d’argent …Read more"
1383,aidez mon village avoir un terrain cltur,"Sports, Teams & Clubs","€0 raised of €5,000                    ",Courbevoie,1.0%,"Created November 23, 2021",Bonjour je m’appelle Amadou je collecte des fonds pour aider mon village enclavé au fond du Sénégal à avoir un clôture pour notre terrain de football. Les jeunes de mon village aiment le sport le football malgré les conditions de vie et pour faire plaisir aux jeunes pour qu’il aient un terrain clôturé et  protéger  leurs acheter des équipements sportifs. Beaucoup jouent avec pied nu sans équipement de football. Donc pour faire plaisir à ses jeunes et les mettre dans un minim confort pour qu’ils expriment leurs passion dans des bonnes conditions . Participez dans ce cagnotte c’est aider les jeunes de mon village à exercer leur passion dans un minim confort .Read more
1384,mini sport center,"Sports, Teams & Clubs","€0 raised of €10,000                    ",Bruère-Allichamps,1.0%,"Created November 23, 2021","Hello My Name is Abayomi, I live in France,passionate about community development,I hail from Ekiti state in South West Nigeria, I am fund raising  for a mini sport facility with 2 tennis court,a basket ball court adaptable also for hand ball in a  Local government in Ekiti state.This will help in curbing the excess nuisances within the locality and also help discover talents and at thesame time  Sports helps children develop physical skills, get exercise, make friends, have fun, learn teamwork, learn to play fair, and improve self-esteem.Which in return help channel positive energy to the society.Read more"
1385,financer une sportive de haut niveau,"Sports, Teams & Clubs","€0 raised of €10,000                    ",Asnières-sur-Seine,1.0%,"Created November 21, 2021","Bonjour tout le monde,Je suis 3ème aux championnats du monde de jujitsu fightingen 2019 ! Je suis actuellement sportive de haut niveau en judo/Jujitsu et j’ai besoin d’aide pour financer mes compétitions en France et à l’étranger.Merci d’avance !Read more"
1386,aid mon club,"Sports, Teams & Clubs","€0 raised of €5,000                    ",Strasbourg,1.0%,"Created November 18, 2021",Bonjour je m'appelle dylan j'ai 21 ans je fais partie du club FC USE Cette cagnotte me permettrais de sauver mon club de foot car il risque d'être ferme et aussi pour améliorer les conditions d'entraînement S'il vous plaît aide moi à sauver mon club et ma passionRead more
1387,cthwcf basketball,"Sports, Teams & Clubs",€0 raised of €200                    ,Wisques,1.0%,"Created November 17, 2021","Pcq j aimerais reprend le basketball après avoir étais puni par mon beau père de sport quand j avais 15 ans ,la basket me manque trop ,est sa me ferais du bien de reprendre Read more"
1388,maidez acheter ce quil me faut pour mon rve,"Sports, Teams & Clubs","€0 raised of €13,239                    ",La Folletière-Abenon,1.0%,"Created November 17, 2021","bonjour, je m'appelle gilles et je collecte des fonds pour pouvoir acheter une moto, pour réaliser mon rêve, qui est de faire de la piste. J'aimerais réussir à collecter ces fonds pour avant mars 2022 ce serais vraiment génial, je n'est aucune réelle compétences en ce domaine, mais c'est mon rêve et j'aimerais beaucoup le réaliser, merci pour votre aidesRead more"
1389,aidez steven raliser son rve sportif,"Sports, Teams & Clubs","€0 raised of €2,500                    ",Plaisance-du-Touch,1.0%,"Created November 14, 2021","Bonjour, je m'appelle Steven, j'ai 28 ans et j'habite et j'ai grandi à Plaisance du Touch depuis 1998.Je pratique un sport peu connu et réputé en France, Les Fléchettes..je suis actuellement champion de Haute Garonne, Champion Occitanie et classé 5ieme joueur de France et classé comme joueur semi professionnel.Malheureusement les fléchettes ne sont pas reconnus par le gouvernement français donc toutes les dépenses sortent de nos propres poches et nous devons faire de notre mieux pour aligné travail et passion.Je suis à la recherche d'aide pour continuer ma passion et atteindre mes objectifs fixés en début d'année, notamment la participation de différent tournois sur le circuit professionnel et continuer sur le circuit européen. Pour infos une saison complète avec inscription + trajets + hébergement coûte environ 8000€.Je participe cette saison avec 5500 euros de ma poche, pour aller au bout de mes objectifs que je me suis fixé je suis à la rechercher de fonds supplémentaires. Les fonds seront utile notamment pour aider au financement des trajets et chambres d'hôtels.Je serai extrêmement reconnaissant pour toute aides, quel qu'il soit, et m'engage à honorer et faire de mon mieux pour réaliser mes rêves. Tous dons de votre part, peu importe la somme, m'aidera à atteindre mes ambitions.Vous pouvez me contacter par email, que vous pouvez trouver dans mes contacts, et je pourrais répondre à toutes vos questions.Merci à vous pour votre aide et votre confiance en moi.StevenRead more"
1390,ayuda a caely un gran talento del ajedrez,"Sports, Teams & Clubs","€0 raised of €5,500                    ",Toulouse,1.0%,"Created November 13, 2021","Hola soy Carola Serrano mamá de Caely una niña talentosa, que ama el ajedrez con todo su corazon y hace de todo por su deporte, ella es de Samaipata, Santa Cruz - Bolivia. Actualmente es la CAMPEONA PANAMERICANA SUB12 Femenina 2021, y su mas grande sueño es ser Gran Maestra a su corta edad a mostrado lo luchadora que es, que con los escasos recursos con los que cuenta, la ayuda de personas de gran corazon ha llegado hasta donde esta, la campaña la hago porque recientemente logro la clasificación al SUDAMERICANO DE LA JUVENTUD que es en Guayaquil Ecuador y no contamos con recursos para que participe, no saben lo dificil que es decirle no tenemos dinero para que vayas, despues de ver todo el esfuerzo que hace para lograr sus triunfos, ella entrena de 3 a 4 horas diarias es una niña muy especial, mientras otros niños estan en video juegos o solo pasandola bien ella es bien dedicada y necesita que la ayudemos, si hay alguien de buen corazon por favor ayudanos!!!! Creo que existen personas buenas en el mundo tu puedes ser una de ellas, VAMOS CAELYYYY!!!Read more"
1391,help yassine to rebuild his bmx bike,"Sports, Teams & Clubs",€0 raised of €400                    ,Amiens,1.0%,"Created November 8, 2021","Hey my name is yassine i'm 18 years old, I'm  from a small city in Morocco. I've been riding bmx since 2014 and I love that, i started with heavy ass bikes with a giant sprocket and I had a lot of fun with it for 3 years, in 2017 things changed because I bought my first real bmx for 90 bucks, it was a piece of crap, but it was lighter and easier to ride.... years after years my skills were growing but my budget is always very tight( I remember using piece of tubes as grips, riding without headset, putting screws on my plastic pedals...) just to keep riding and having fun. Now that I keep progressing I can't stop breaking parts (because I have low quality and old parts ) and it handicaps me a lot. I bought some parts for a good price like my cult butter frame for 80 bucks and my federal sprocket for 15 bucks. But I really need to change my: fork (old bended salt),crancks(3 piece fitbike that comes with complet bikes(cracked)),bar(kink in 9"". Too small for me),rear wheel(broken cassette driver).headset(weird noise when u do bars),grips (no more grips ^^)and pegs(not necessary).Read more"
1392,800 pour des rves,"Sports, Teams & Clubs",€0 raised of €800                    ,Angers,1.0%,"Created November 8, 2021","Je m'appelle Mathieu, j'ai 23 ans et je suis passionné de cyclisme. Comme tout grand enfant passionné de vélo, parcourir les routes du Tour de France et un véritable rêve. Chaque année le Tour de France propose une cyclosportive sur une étape mythique deux jours avant le passage des professionnels. Malheureusement les places ce sont très vite écoulées cette année et je n'ai pu obtenir mon dossard...  Je me suis alors renseigné  et j'ai cherché comment en obtenir un. Une  solution est apparue à moi. Faire un don de 750€ minimum à l'association Mécénat Chirurgie Cardiaque* et l'échange d'un dossard ! Je me suis alors dit que c'était l'occasion de faire d'une pierre deux coups avec ce don. malheureusement je suis étudiant et cela reste une grosse somme. C'est pourquoi je créer cette cagnotte. C'est l'occasion pour moi de mener une bonne action avec vous et votre soutien ! Mais ce n'est pas tout, si je tiens énormément à participer à cette épreuve c'est parce que je souhaite qu'en plus de réaliser un de mes rêves, elle permette d'aider des personnes qui en ont énormément besoin ! Cette épreuve va donc avoir principalement 2 objectifs : 1 --> Réaliser une levée de fonds qui sera reversé pour une association qui aide des personnes en situation de handicap à financer des soins de remise en forme afin d'améliorer leurs conditions de vie actuelles et reprendre goût à la vie ! Les personnes qui participeront à la cagnotte verront  leur  nom et ou prénom floqué sur le maillot porté le jour de l'épreuve s'il le souhaite !2 --> Sauver des enfants grâce aux dons envoyés à Mécénat Chirurgie Cardiaque et qu'ainsi ils puissent à leur tour réaliser leurs rêves !Merci pour votre soutien !Read more"
1393,quipementier,"Sports, Teams & Clubs",€0 raised of €565                    ,Reims,1.0%,"Created November 7, 2021",Bonjour je suis sportif professionnel et je cherche des fond pour pouvoir équiper mon équipe d'accessoires du type casquettes coques téléphone ect âmes charitables est là bienvenue Read more
1394,aidez lquipe as lyce,"Sports, Teams & Clubs",€0 raised of €700                    ,Chassey-le-Camp,1.0%,"Created November 3, 2021","Bonjour je m'appelle Abdoulaye Traoré de la société Sky World company, je collette des dons pour l'équipe As lycée une équipe ayant un avenir très certain. Read more"
1395,xckabg jaimerais raliser mon rve,"Sports, Teams & Clubs","€0 raised of €1,200                    ",Erre,1.0%,"Created November 1, 2021","Bonjour,  comme je l'ai dit, j'aimerais réaliser mon rêve. Mon rêve et de participer à un concours de vélo de crosse .Mais , mon vélo ne me permet pas d'y participe Voilà donc pourquoi je crée ma cagnotte . Merci de m'accorder du temp .Read more"
1396,reconstruction de notre centre de sport,"Sports, Teams & Clubs","€0 raised of €200,000                    ",Paris,1.0%,"Created October 27, 2021","Bonjour , Je m'appelle Fiacre , Je suis responsable d'une association sportive dénommé AOL. Nous avions un Centre pour nos activités ( entrainements , matchs etc ..). Mais suite à une décision de notre gouvernement qui à vraiment besoin de cet espace (Etant publique) , a du procédé à la démolition de ce centre pour des raisons d'utilités publique. Alors depuis plus d'un an nous peinons à avoir un espace d'entrainement et d'animation de nos activités. Etant le responsable de la nouvelle Société Sportive en charge de la gestion de l'association, nous aimerions trouver un autre emplacement afin de construire un autre centre de loisir et sportif. Pour cela j'ai besoin de vos aides afin que ce centre voit le jour.Merci beaucoup !Read more"
1397,roulez avec rapha,"Sports, Teams & Clubs","€0 raised of €1,500                    ",Croissy-sur-Seine,1.0%,"Created October 23, 2021","Nous collectons des fonds pour notre association, Les lilys roulent pour Rapha.Cette association vise à faire connaitre le syndrome de williams & Beuren et les associations qui travaillent auprès des familles touchées par ce handicape, et qui financent des projets de recherche sur le syndrôme. Retrouvez tous les détails de notre association www.leslilys.comPlusieurs initiatives sont lancées comme la participation au Rallye des Gazelles 2022.Ici, Rapha, mon fils qui porte le syndrôme de W&B participe à la course du Chateau de versailles de 2km, les fonds seront reversés à l'association Les Lilys roulent pour Rapha.Aidez nous et soutenez Rapha, en donnant 10€ par km parcourus !Read more"
1398,mypy diy,"Sports, Teams & Clubs","€1,945 raised of €2,500                    ",Roquevaire,77.8%,"Created April 10, 2021","Salut , nous repartons sur un nouveau projet , cette fois ci validé en mairie par une convention diy exclusivement réservé à la pratique du skateboard donc nous avons un terrain . Y’a plus qu’à ... vos dons sont les bienvenus . MerciRead more"
1399,transforming lives through tennis,"Sports, Teams & Clubs","€2,030 raised of €20,000                    ",Louveciennes,10.2%,"Created July 18, 2021","Tennis For All Uganda is a youth-led Tennis for development organization using tennis as a vehicle for positive social change in the lives of slum children in Uganda.We seek to change lives, one game at a time, through structured tennis programs, empowerment, mobilization, and education of slum children both boys and girls through tennis. To these boys and girls; we offer tennis, health education and social support.Today, we have more than 200 boys and girls coming from the slums of Kampala who come to our community tennis training center to play tennis as well as to learn other life skills that can improve on their lives both in school to improve on their school performance and their communities making them better members in their community.Our focus is the help these children to achieve their educational/career dreams through tennis and we believe that if they are given a great opportunity to get better with their tennis, they have a big chance to be awarded a tennis scholarship here in Uganda.Help us plan a future where we continue supporting children through our various support programs like community tennis outreach training program, Education support program, Health and Well-bring program and Employment empowerment program.Setting up a regular gift provides peace of mind that our projects can run throughout the year. Please donate to help provide vital items and activities our children need every month.We are looking forward to hearing from you and we believe that your support can make a great difference in a lot of young people`s lives in our tennis program.For more information about our work/activities, please visit our social media platform and website below:https://web.facebook.com/Tennis-For-All-Uganda-1646955602259868/https://www.instagram.com/tennis_forall_uganda/www.tennisforalluganda.orgRead more"
